,name,categories,address,city,postalCode,state,country,latitude,longitude,count,Rating,Review Count,Closed
44,Arby's,"Take Out,Carry-out food,American Restaurant,American restaurants,Fast Food,Fast Food Restaurants,Fast Food Restaurant, Sandwich Place, and American Restaurant,Restaurants,Delis And Delicatessens,Restaurant,Fast Food Restaurant,Traditional American,wich Place,Sandwich Place,Sandwich Shops",3158 Stevens Creek Blvd,San Jose,95117,California,US,37.323018,-121.952851,252,3.0,114,True
45,QDOBA Mexican Eats,"Grill Restaurants,Mexican,Tex-mex restaurants,Southwestern restaurants,Food Delivery,Mexican restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Mexican Restaurant,Brunch,Fast Food Restaurant,Catering,Burrito Place",7402 Broadview Rd,Cleveland,44134,Ohio,US,41.365111999999996,-81.685438,36,3.0,5,False
46,Subway,"Restaurant,Fast Food Restaurant,wich Place,Sandwich Place",1411 Lincoln Blvd,Venice,90291,California,US,33.997607,-118.46093400000001,1219,3.0,18,False
47,Subway,"Delis And Delicatessens,Restaurant,Fast Food Restaurant,wich Place,Sandwich Place,Restaurants,Sandwich Shops",2025 S Bridge St,Brady,76825,Texas,US,31.113968,-99.33527,1219,2.0,8,False
48,Wendy's,"Burger Joint,Restaurant,Fast Food Restaurant,Fast Food,Fast Food Restaurant and Burger Joint,Restaurants",5315 15th Ave NW,Seattle,98107,Washington,US,47.667746,-122.376674,313,3.0,67,False
49,McDonalds,"Ice Cream Parlors,Breakfast,American,Fast Food,Fast Food Restaurants,Take Out Restaurants,Restaurants,Frozen Yogurt Shops,Hamburgers & Hot Dogs,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",3255 S 48th St,Tempe,85282,Arizona,US,33.393267,-111.97776499999999,151,1.5,34,False
50,In-N-Out Burger,"Burger Joint,Restaurant,Fast Food Restaurant,American Restaurant,Burger Joint, Fast Food Restaurant, and American Restaurant",7691 Carson Blvd,Long Beach,90808,California,US,33.831131,-118.084953,15,4.0,290,False
51,Chipotle Mexican Grill,"Carry-out food,Mexican Restaurants,Mexican,Taco Place,Tex-mex restaurants,Southwestern restaurants,American restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants,Mexican Restaurant,Restaurant,Mexican Restaurant, Burrito Place, and Taco Place Sherwood - Tualatin South,Mexican Restaurant, Burrito Place, and Taco Place,Burrito Place",7003 SW Nyberg St,Tualatin,97062,Oregon,US,45.383012,-122.7482,142,3.5,91,False
52,Subway,"Restaurant,Carry-out food,Delicatessens,Fast Food Restaurant,Take Out Restaurants,Fast Food Restaurants,Food & Entertainment,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",101 E Grant Hwy,Marengo,60152,Illinois,US,42.248274,-88.60813900000001,1219,3.0,7,False
53,Church's Chicken,"Carry-out food,Restaurant,Fried Chicken Joint,Barbecued poultry,Fried Chicken Joint Eastland,Fast Food Restaurants,Take Out Restaurants,Barbecue,Spare rib restaurants,Chicken restaurants,Catering,Restaurants",4375 Refugee Rd,Columbus,43232,Ohio,US,39.915236,-82.880151,63,1.0,9,False
54,Sonic Drive-In,"Burger Joint,American Restaurants,Restaurant,Hot Dog Stands and Restaurants,Fast Food Restaurant,American Restaurant,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",545 E 5th St,Washington,63090,Missouri,US,38.55366,-91.006095,285,1.0,3,False
55,Subway,"Delis And Delicatessens,Restaurant,Fast Food Restaurant,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwich Place,Restaurants,Sandwich Shops",3710 Main St,Anderson,46013,Indiana,US,40.077048,-85.67754599999999,1219,1.5,3,False
56,Waffle House,"Restaurant,Breakfast Spot,Diner, Breakfast Spot, and American Restaurant,Fast Food Restaurant,Diner,Diner and Breakfast Spot,Restaurants,Breakfast Brunch & Lunch Restaurants",7425 Augusta Rd,Piedmont,29673,South Carolina,US,34.729989,-82.388994,103,2.0,5,False
57,McDonalds,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Karaoke,Restaurants,Frozen Yogurt Shops,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",2101 N Roan St,Johnson City,37601,Tennessee,US,36.340531,-82.375534,151,2.5,12,False
58,Wendy's,"Hamburgers & Hot Dogs,Burger Joint,Fast Food Restaurant,Fast Food Restaurants,Fast Food Restaurant and Burger Joint,Restaurants",201 Marion Pike,Ironton,45638,Ohio,US,38.500356,-82.652345,313,1.0,1,False
59,Wendy's,"Burger Joint,Fast Food Restaurant,Restaurants",7035 S 900 E,Midvale,84047,Utah,US,40.623505,-111.86548,313,2.0,22,False
60,Burger King,"Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,Gourmet shop restaurants,Hamburger restaurants,Fast Food Restaurants,Fast Food,Hamburgers and Hot Dogs,Restaurants",1096 W Fulton St,Waupaca,54981,Wisconsin,US,44.356882,-89.113254,453,2.5,5,False
61,Carl's Jr.,"Hamburgers & Hot Dogs,Restaurant,Burger Joint,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurants,Fast Food Restaurant and Burger Joint,Fast Food Restaurant and Burger Joint Cal Young,Restaurants",296 Coburg Rd,Eugene,97401,Oregon,US,44.065937,-123.074495,205,3.0,19,False
62,Church's Chicken,"Carry-out food,Fried Chicken Joint,Take Out Restaurants,Fast Food Restaurants,Chicken restaurants,Restaurants",810 W Avenue I,Lancaster,93534,California,US,34.703693,-118.145963,63,3.0,38,True
63,Subway,"Delis And Delicatessens,Restaurant,Fast Food Restaurant,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwich Place,Restaurants,Sandwich Shops",1717 S 76th St,Milwaukee,53214,Wisconsin,US,43.010542,-88.010375,1219,2.0,2,False
64,Wendy's,"Hamburgers & Hot Dogs,Restaurant,Burger Joint,Fast Food Restaurant,Fast Food Restaurants,Fast Food Restaurant and Burger Joint,Restaurants",480 S Main St,Ferdinand,47532,Indiana,US,38.209019,-86.864636,313,2.5,9,False
65,McDonalds,"Burger Joint,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",3050 Dixie Hwy,Erlanger,41018,Kentucky,US,39.021685999999995,-84.58856,151,1.5,19,False
66,Subway,"Restaurant,Fast Food Restaurant,wich Place,Sandwich Place",2405 Durham Chapel Hill Blvd,Durham,27707,North Carolina,US,35.974728000000006,-78.924573,1219,2.5,4,False
67,Subway,"Fast Food Restaurant,wich Place,Sandwich Place",1200 Missouri Ave N,Largo,33770,Florida,US,27.928040999999997,-82.787287,1219,1.5,3,False
68,McDonald's,"Burger Joint,Carry-out food,Fast Food Restaurant Sherwood - Tualatin North,Restaurant,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast food restaurants,Restaurants",21355 Sw Sherwood Blvd,Sherwood,97140,Oregon,US,45.365922,-122.847632,784,1.5,51,False
69,McDonald's,"Restaurant,Electronic publishing,Carry-out food,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Internet and online services,Restaurants",895 Sw Rimrock Way Ste 100,Redmond,97756,Oregon,US,44.26791,-121.19238,784,2.0,12,False
70,SONIC Drive-In,"Carry-out food,Hot dog restaurants,American Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants,Burger Joint,Restaurant,Hot Dog Stands and Restaurants,Fast Food Restaurant,Fast Food Restaurant and American Restaurant,Hamburgers and Hot Dogs",500 Nw Oak Tree Ln,Redmond,97756,Oregon,US,44.294214000000004,-121.17327,48,3.0,21,False
71,Taco Bell,"Restaurant,Carry-out food,Mexican,Breakfast,Tex-mex restaurants,Southwestern restaurants,Vegetarian,American restaurants,Mexican restaurants,Fast Food,Restaurants",2247 Ne 82nd Ave,Portland,97220,Oregon,US,45.5386,-122.5793,529,2.0,22,False
72,Taco Bell,"Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,American restaurants,Fast Food Restaurants,Restaurants",112 Clover Leaf Loop,Sutherlin,97479,Oregon,US,43.38718,-123.34228999999999,529,3.5,16,False
73,Taco Bell,"Mexican Restaurant,Carry-out food,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,American restaurants,Mexican restaurants,Restaurants",6255 Se Tualatin Valley Hwy,Hillsboro,97123,Oregon,US,45.500036,-122.91774699999999,529,1.5,48,False
74,Taco Bell,"Mexican Restaurant,Carry-out food,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,American restaurants,Mexican restaurants,Restaurants",7415 Ne M L King Blvd,Portland,97211,Oregon,US,45.576643,-122.661672,529,3.5,39,False
75,Pizza Hut,"Pizza,Carry-out food,Caterers,Restaurant delivery service,Pizza Place King,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Barbecue Restaurants,Catering,Restaurants",5024 Ne M L King Blvd,Portland,97211,Oregon,US,45.5593,-122.6614,474,1.5,53,False
76,Subway,"Delis And Delicatessens,Carry-out food,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",2125 Nw Stewart Pkwy,Roseburg,97471,Oregon,US,43.2353,-123.3691,1219,5.0,1,False
77,Taco Time,"Grocery Stores,Restaurant,Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,American restaurants,Family style restaurants,Fast Food Restaurants,Restaurants",265 Main St,Springfield,97477,Oregon,US,44.0461,-123.0225,39,2.0,18,False
78,Burger King,"Restaurant,Carry-out food,Hot dog restaurants,Food and Beverage,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",434 E Ellendale Ave,Dallas,97338,Oregon,US,44.930721999999996,-123.306618,453,3.0,9,False
79,Jack in the Box,"Burger Joint,Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Restaurants",14811 Se Mcloughlin Blvd,Portland,97267,Oregon,US,45.415494,-122.63198500000001,120,2.5,21,False
80,Burger King,"Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurants,Fast Food,Hamburgers and Hot Dogs,Restaurants",2561 Campus Dr,Klamath Falls,97601,Oregon,US,42.2502,-121.7892,453,2.5,7,False
81,Panda Express,"Asian Restaurants,Carry-out food,Restaurant,Chinese Restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants",1122 Nw Garden Valley Blvd Ste 301,Roseburg,97471,Oregon,US,43.23079,-123.37046000000001,108,3.0,30,False
82,Pizza Hut,"Pizza,Restaurant,International restaurants,American restaurants,Fast Food,Take Out Restaurants,Pizza Place,Family Style Restaurants,Catering,Restaurants",7960 S Broadway,Littleton,80122,Colorado,US,39.572235,-104.987977,474,2.0,25,True
83,Dairy Queen,"Ice Cream Parlors,Restaurant,Carry-out food,Fast Food Restaurant,American restaurants,Ice Cream Store,Karaoke,Restaurants,Ice Cream Shop",160 S High St,Cortland,44410,Ohio,US,41.329024,-80.725468,329,3.5,2,False
84,Sonic Drive-In,"Carry-out food,Hot dog restaurants,American Restaurant,Hamburger restaurants,American restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Burger Joint, Fast Food Restaurant, and American Restaurant,Restaurants,Burger Joint,Hot Dog Stands and Restaurants,Fast Food Restaurant,Hamburgers and Hot Dogs",302 Festus Centre Dr,Festus,63028,Missouri,US,38.212192,-90.392572,285,1.5,7,False
85,Sonic Drive-In,"Restaurant,Burger Joint,Fast Food Restaurant,American Restaurant",14171 Highway 231 431 N,Hazel Green,35750,Alabama,US,34.930985,-86.572243,285,4.0,4,False
86,McDonalds,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",8905 Runway Ct SW,Cedar Rapids,52404,Iowa,US,41.891442,-91.674059,151,2.0,10,False
87,Papa Johns Pizza,"Pizza,Carry-out food,Restaurant,American restaurants,Take Out Restaurants,Pizza Place, Italian Restaurant, and Fast Food Restaurant,Pizza Place,Restaurants",6600 E Independence Blvd,Charlotte,28212,North Carolina,US,35.170884,-80.74573000000001,14,2.5,26,False
88,Subway,"Carry-out food,Restaurant,Delicatessens,Fast Food Restaurant,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",100 S Conestoga Dr,Shippensburg,17257,Pennsylvania,US,40.062412,-77.496545,1219,2.5,7,False
89,Culver's,"Fast Food Restaurant, Ice Cream Shop, and Burger Joint,Fast Food Restaurants,Take Out Restaurants,Restaurants,Ice Cream Shop,Ice Cream & Frozen Desserts,Hamburgers & Hot Dogs,Restaurant,Burger Joint,American Restaurants,Ice Cream and Frozen Desserts,Fast Food Restaurant,Hamburgers and Hot Dogs",2063 Ridge Rd,Minooka,60447,Illinois,US,41.421735,-88.27073399999999,39,3.0,17,False
90,Subway,"Delis And Delicatessens,Restaurant,Fast Food Restaurant,Sandwich Place,Restaurants,Sandwich Shops",501 N Park Ave,Tucson,85719,Arizona,US,32.235805,-110.95759,1219,4.0,11,True
91,Dairy Queen,"Restaurant,Fast Food Restaurant,Ice Cream Shop",412 Cross Creek Mall,Fayetteville,28303-7244,North Carolina,US,35.045541,-78.878869,329,2.0,7,False
92,Subway,"Carry-out food,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Restaurants,Delis And Delicatessens,Restaurant,wich Place,Sandwiches,Sandwich Place,Sandwich Shops",2373 E Main St,Plainfield,46168,Indiana,US,39.712064,-86.371583,1219,1.0,2,False
93,Subway,"Carry-out food,Delicatessens,American restaurants,Karaoke,Restaurants,Delis And Delicatessens,Restaurant,Sandwich Place Downtown Indianapolis,Fast Food Restaurant,wich Place,Sandwiches,Sandwich Place,Sandwich Shops",31 E South St,Indianapolis,46225,Indiana,US,39.76141,-86.157403,1219,3.5,6,False
94,Subway,"Carry-out food,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Restaurants,Delis And Delicatessens,Restaurant,wich Place,Sandwiches,Sandwich Place,Sandwich Shops",2501 Burr St,Gary,46406,Indiana,US,41.5729,-87.4035,1219,3.0,2,False
95,Five Guys Burgers Fries,"Hamburgers & Hot Dogs,Carry-out food,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Karaoke,Restaurants",5226 Franklin St,Michigan City,46360,Indiana,US,41.672615,-86.89399,70,3.5,16,False
96,Subway,"Fast Food Restaurant,Take Out Restaurants,Fast Food Restaurants,Sandwich Place,Restaurants,Sandwich Shops",2783 Deadwood Ave,Rapid City,57702,South Dakota,US,44.112797,-103.27286600000001,1219,4.0,3,False
97,Popeye's Louisiana Kitchen,"Carry-out food,Caterers,Fried Chicken Joint,Barbecued poultry,American restaurants,Take Out Restaurants,Fast Food Restaurants,Cajun Creole Restaurant,Chicken Restaurants,Barbecue,Spare rib restaurants,Restaurants",700 S Van Buren Rd,Eden,27288,North Carolina,US,36.489474,-79.738798,91,3.0,33,False
